cust_id,state,area_code,phone_number,intl_plan,voice_mail_plan
1486,CT, 510, 377-9178, no, no
1487,UT, 415, 345-5639, no, yes
1488,GA, 408, 336-3488, no, no
1489,NV, 415, 414-6426, no, no
1490,TN, 415, 335-5591, no, no
1491,DE, 408, 421-9144, no, no
1492,NY, 408, 422-7728, no, no
1493,MT, 415, 344-3466, no, yes
1494,IA, 415, 398-7978, no, no
1495,VT, 510, 346-8368, no, yes
1496,LA, 415, 392-2722, no, yes
1497,MT, 510, 393-3274, no, no
1498,NH, 408, 339-4636, no, no
1499,WV, 415, 349-7138, no, no
1500,ID, 408, 363-3295, no, no
1501,AZ, 510, 407-9830, no, no
1502,SC, 510, 333-8822, no, yes
1503,WV, 415, 419-6418, yes, yes
1504,OH, 510, 351-8955, no, no
1505,MD, 408, 338-1840, no, no
1506,MD, 415, 336-6997, no, no
1507,MN, 408, 408-6266, no, no
1508,NE, 408, 332-4291, no, no
1509,MN, 510, 355-7895, no, yes
1510,NY, 408, 348-2916, no, no
1511,HI, 415, 339-8132, no, no
1512,MO, 408, 374-1684, no, yes
1513,NV, 415, 362-7604, no, no
1514,MA, 415, 389-3206, no, no
1515,NH, 408, 336-2829, no, no
1516,UT, 415, 403-8916, no, no
1517,FL, 415, 384-1135, no, no
1518,WA, 415, 390-2320, no, no
1519,CT, 408, 398-8578, no, no
1520,KY, 415, 393-9424, no, yes
1521,NM, 415, 417-6330, no, no
1522,ND, 510, 340-6339, no, no
1523,NV, 415, 380-6571, no, no
1524,CA, 510, 368-6488, no, yes
1525,ID, 415, 363-2193, no, no
1526,OK, 415, 328-1206, no, yes
1527,IA, 510, 385-3540, no, no
1528,OH, 415, 337-7167, no, no
1529,NJ, 510, 372-8405, no, no
1530,IA, 510, 377-1273, no, no
1531,DE, 510, 380-7816, yes, no
1532,CA, 415, 402-6744, no, yes
1533,WY, 510, 400-2181, yes, no
1534,OR, 510, 366-1613, no, no
1535,ME, 415, 347-8205, no, no
1536,AR, 415, 328-2982, no, no
1537,ME, 408, 384-8723, yes, yes
1538,WV, 415, 341-7686, no, no
1539,PA, 408, 353-6038, yes, no
1540,HI, 408, 416-8827, no, no
1541,MT, 415, 418-8450, no, yes
1542,DC, 510, 385-7861, yes, no
1543,AR, 510, 393-3507, no, no
1544,MS, 408, 372-5262, no, no
1545,OH, 510, 411-3095, no, yes
1546,MO, 415, 331-5919, no, no
1547,TX, 415, 402-1556, no, no
1548,MD, 415, 349-7362, no, no
1549,CT, 408, 339-2734, no, no
1550,SC, 408, 330-4914, no, no
1551,MI, 415, 371-2500, no, no
1552,SD, 408, 335-3681, no, no
1553,CO, 415, 405-1132, no, no
1554,ID, 415, 399-9239, no, no
1555,AZ, 510, 350-7227, no, yes
1556,FL, 408, 384-6654, no, no
1557,MN, 415, 376-4271, no, yes
1558,DE, 415, 391-8124, no, yes
1559,MI, 415, 393-2524, no, no
1560,MS, 408, 384-4385, no, no
1561,MA, 408, 377-8266, no, no
1562,CA, 415, 345-1243, no, no
1563,MN, 415, 394-8086, no, yes
1564,VT, 510, 348-9145, no, no
1565,CT, 415, 376-5201, no, no
1566,WV, 415, 356-2093, no, yes
1567,WV, 415, 353-2080, no, no
1568,NE, 415, 397-7500, no, yes
1569,NC, 415, 414-5786, no, yes
1570,NE, 415, 388-4282, no, no
1571,IL, 408, 415-5132, no, no
1572,MA, 510, 352-4541, no, no
1573,AZ, 415, 373-5928, no, yes
1574,SD, 415, 406-7737, yes, yes
1575,MT, 510, 332-7607, no, yes
1576,VT, 408, 359-7788, no, no
1577,UT, 408, 384-1549, no, no
1578,HI, 415, 352-8508, no, no
1579,DC, 415, 404-1002, no, yes
1580,WI, 415, 414-2905, no, yes
1581,UT, 415, 380-9849, no, yes
1582,WA, 510, 387-6498, no, no
1583,SD, 415, 360-6024, no, yes
1584,MT, 510, 352-5815, no, no
1585,NJ, 415, 366-2273, no, no
1586,CT, 415, 414-9119, no, no
1587,VA, 415, 409-8796, no, no
1588,NC, 415, 337-2442, yes, no
1589,AK, 415, 404-1931, no, no
1590,MD, 415, 367-9765, no, yes
1591,IL, 415, 378-7299, no, yes
1592,CT, 408, 410-5192, no, no
1593,KS, 415, 405-1108, yes, no
1594,MA, 415, 392-1734, no, yes
1595,NJ, 415, 395-6030, no, no
1596,AR, 510, 330-5168, no, yes
1597,MS, 408, 334-3142, no, no
1598,ND, 415, 362-9983, no, yes
1599,IN, 510, 414-2606, no, no
1600,MI, 415, 402-4501, no, yes
1601,AR, 510, 387-2604, yes, no
1602,VT, 415, 400-3343, yes, yes
1603,WV, 510, 353-2450, no, yes
1604,ME, 408, 406-2032, no, no
1605,IA, 415, 409-4462, no, no
1606,CT, 415, 392-5941, no, no
1607,NM, 415, 334-9182, no, yes
1608,OR, 408, 346-3445, no, yes
1609,VT, 415, 368-9507, no, no
1610,RI, 408, 382-3966, yes, no
1611,RI, 415, 334-5844, no, yes
1612,NM, 415, 362-9411, no, no
1613,AL, 415, 390-3565, no, no
1614,MT, 415, 417-4810, no, no
1615,CT, 408, 384-3389, no, no
1616,TN, 415, 414-9717, no, no
1617,ID, 415, 357-1700, yes, no
1618,TX, 415, 376-7207, no, yes
1619,NH, 415, 368-7706, no, no
1620,ND, 408, 346-4216, no, yes
1621,SC, 510, 370-9533, no, yes
1622,KS, 415, 372-1493, no, no
1623,ME, 408, 387-6031, no, no
1624,RI, 415, 366-6248, no, no
1625,WI, 510, 369-3756, no, yes
1626,NC, 510, 363-1719, no, no
1627,OH, 408, 402-6666, no, no
1628,WY, 510, 408-9779, no, no
1629,NJ, 510, 407-2441, no, no
1630,ND, 510, 384-5027, no, no
1631,WI, 510, 380-3161, no, no
1632,KY, 415, 360-8135, no, no
1633,NY, 415, 399-5426, no, no
1634,MO, 415, 385-2564, no, no
1635,AZ, 510, 337-8618, no, no
1636,MN, 510, 354-8491, no, yes
1637,CO, 415, 394-6278, no, no
1638,MD, 408, 405-2276, no, no
1639,AR, 510, 376-1000, no, no
1640,TN, 415, 397-1659, no, no
1641,DE, 415, 379-3953, yes, no
1642,TN, 408, 418-6512, no, no
1643,WI, 408, 392-5296, no, no
1644,WV, 510, 355-3814, no, no
1645,CT, 415, 375-2098, no, yes
1646,MN, 510, 372-7990, no, no
1647,MO, 408, 356-4558, no, no
1648,VA, 510, 398-5788, no, no
1649,NH, 408, 390-4003, no, no
1650,OK, 408, 332-8103, no, yes
1651,CT, 415, 406-9926, yes, no
1652,TN, 415, 418-2402, no, yes
1653,MD, 510, 384-3299, yes, no
1654,WI, 510, 378-9090, no, yes
1655,SD, 510, 350-6473, no, no
1656,ND, 415, 379-4583, no, yes
1657,VA, 408, 411-5078, no, no
1658,UT, 510, 347-4982, no, no
1659,MA, 408, 341-9274, no, yes
1660,SD, 415, 353-7461, no, no
1661,AL, 408, 371-7366, no, yes
1662,AL, 415, 395-7923, yes, no
1663,WV, 408, 351-8398, no, no
1664,SC, 415, 329-2204, no, yes
1665,FL, 415, 407-7507, no, yes
1666,KY, 415, 405-8075, no, no
1667,UT, 415, 390-9698, no, no
1668,NY, 408, 403-4917, no, no
1669,MS, 408, 391-6709, no, yes
1670,NH, 415, 389-5988, no, yes
1671,VA, 415, 372-1534, no, no
1672,VT, 510, 395-6369, no, no
1673,WY, 415, 400-3197, no, no
1674,NV, 510, 377-4169, yes, no
1675,WV, 415, 384-5343, no, no
1676,WA, 408, 338-4472, no, no
1677,KS, 415, 332-2126, no, no
1678,VT, 408, 349-2157, no, no
1679,OK, 510, 393-4823, no, no
1680,GA, 510, 385-2683, no, no
1681,CO, 510, 345-8350, no, no
1682,AK, 408, 334-4506, no, yes
1683,TN, 415, 332-3544, no, yes
1684,KY, 510, 380-5102, no, no
1685,PA, 415, 395-6149, no, no
1686,CT, 408, 398-8122, no, yes
1687,CT, 415, 334-4438, no, no
1688,MN, 415, 384-7459, no, no
1689,WY, 408, 368-3931, no, yes
1690,PA, 415, 353-1352, no, yes
1691,OR, 415, 348-5725, no, no
1692,PA, 415, 365-2008, no, no
1693,OK, 415, 393-3635, no, yes
1694,VT, 415, 380-8727, no, no
1695,ID, 415, 381-2376, no, no
1696,PA, 510, 365-8114, no, no
1697,NM, 408, 415-5008, no, no
1698,FL, 510, 392-8318, no, no
1699,TX, 408, 401-4007, no, no
1700,VT, 510, 338-7709, no, yes
1701,MA, 415, 374-1981, no, no
1702,OR, 415, 333-5101, no, no
1703,DE, 415, 345-3734, no, yes
1704,FL, 510, 384-5004, no, no
1705,ID, 408, 341-9396, no, yes
1706,MD, 415, 408-6302, no, no
1707,WV, 408, 348-7193, no, no
1708,ID, 415, 417-4063, no, yes
1709,NV, 408, 375-6911, no, no
1710,OH, 415, 358-3604, no, no
1711,ID, 415, 339-7485, yes, yes
1712,SC, 408, 368-3078, no, no
1713,MO, 510, 418-7055, no, no
1714,NE, 415, 386-9981, no, no
1715,NC, 510, 366-2541, no, yes
1716,ME, 510, 335-3110, no, yes
1717,MI, 510, 400-7809, no, no
1718,AZ, 415, 404-3106, yes, no
1719,AZ, 415, 333-2337, no, no
1720,HI, 408, 353-6482, no, no
1721,NJ, 415, 397-8162, no, no
1722,MS, 510, 380-6722, no, no
1723,MA, 510, 329-2918, no, no
1724,SC, 510, 348-8022, no, no
1725,MN, 408, 388-4459, no, no
1726,WV, 510, 358-3114, no, no
1727,MS, 415, 343-9654, no, no
1728,VA, 415, 401-9909, no, yes
1729,MS, 415, 404-9978, no, yes
1730,NM, 408, 397-8011, no, no
1731,TX, 415, 341-8719, no, no
1732,HI, 415, 408-1242, no, yes
1733,WA, 510, 406-7726, no, no
1734,WI, 415, 351-2773, no, no
1735,CO, 408, 368-6174, no, no
1736,NV, 415, 334-5029, no, no
1737,RI, 415, 413-1789, no, no
1738,VA, 408, 414-1246, no, yes
1739,NJ, 415, 330-4978, no, no
1740,ND, 415, 386-1631, no, yes
1741,MN, 415, 363-1208, no, no
1742,HI, 415, 334-5263, no, no
1743,ND, 415, 361-4137, no, no
1744,WI, 408, 374-8187, no, yes
1745,MN, 510, 370-1525, no, no
1746,DC, 408, 355-3801, no, no
1747,KS, 510, 392-5605, no, no
1748,MT, 510, 363-1366, no, yes
1749,WV, 415, 358-5274, no, no
1750,ME, 510, 376-9607, no, no
1751,WY, 415, 374-1213, no, no
1752,NY, 415, 421-8537, yes, no
1753,VT, 415, 351-5576, no, no
1754,NC, 415, 407-7258, yes, no
1755,MO, 408, 405-4420, yes, yes
1756,NC, 408, 340-2855, yes, yes
1757,NJ, 408, 342-8002, yes, no
1758,OH, 408, 355-6826, no, no
1759,TX, 415, 402-3886, no, yes
1760,WA, 415, 336-5900, no, no
1761,TN, 415, 339-7684, no, yes
1762,HI, 510, 390-2433, no, no
1763,WY, 408, 360-7246, no, yes
1764,CT, 415, 335-6508, no, no
1765,NM, 415, 348-6720, no, no
1766,NJ, 415, 406-6400, no, no
1767,AL, 510, 390-7370, no, yes
1768,MN, 510, 390-5055, yes, no
1769,NC, 408, 405-7542, no, no
1770,OH, 415, 364-4927, no, no
1771,ND, 415, 329-3458, no, yes
1772,CO, 510, 331-3842, no, no
1773,ND, 415, 343-4147, yes, yes
1774,NY, 415, 335-2274, no, no
1775,WI, 408, 343-3227, no, yes
1776,WY, 415, 336-6907, no, no
1777,OR, 415, 331-1391, no, no
1778,CO, 510, 360-1643, no, yes
1779,LA, 510, 410-2518, no, no
1780,AL, 510, 344-4970, no, no
1781,TX, 415, 408-1486, no, yes
1782,PA, 510, 396-1648, no, no
1783,IL, 415, 391-2022, no, yes
1784,DE, 415, 420-6465, yes, no
1785,MO, 510, 398-2628, no, yes
1786,AR, 510, 409-5519, no, no
1787,OH, 408, 391-8554, no, yes
1788,WI, 510, 395-1693, no, yes
1789,GA, 510, 393-3194, no, no
1790,KY, 408, 328-3402, no, no
1791,OH, 510, 411-4781, no, no
1792,TN, 408, 401-2581, no, no
1793,SD, 415, 385-1214, no, no
1794,NY, 415, 348-6853, no, no
1795,GA, 415, 341-8412, no, yes
1796,TX, 415, 330-8142, no, no
1797,WV, 415, 361-1404, no, yes
1798,MI, 415, 375-9671, no, no
1799,ND, 510, 372-1824, no, no
1800,NE, 510, 408-3606, no, no
1801,SD, 415, 333-3595, no, no
1802,NJ, 415, 379-7009, no, yes
1803,AK, 510, 411-4940, no, no
1804,CT, 415, 409-7523, yes, no
1805,CO, 415, 408-6725, no, no
1806,MD, 415, 350-2384, no, no
1807,ND, 408, 348-1706, no, no
1808,NH, 415, 415-6145, no, no
1809,MN, 408, 373-3731, no, no
1810,KY, 415, 341-3349, no, no
1811,NH, 510, 399-8859, no, no
1812,CO, 408, 377-4518, yes, no
1813,KY, 408, 341-1594, no, no
1814,KY, 415, 418-8770, no, no
1815,IN, 415, 332-9118, no, yes
1816,OR, 415, 386-1418, no, no
1817,SD, 408, 393-3535, no, no
1818,DE, 408, 328-9006, no, no
1819,OR, 415, 402-2482, no, yes
1820,NE, 510, 408-4865, no, no
1821,OH, 408, 396-6247, no, yes
1822,OH, 408, 396-9462, no, no
1823,AR, 415, 396-9279, no, yes
1824,KS, 510, 363-8715, no, yes
1825,TX, 415, 356-1358, no, no
1826,WI, 408, 360-7839, no, no
1827,OR, 415, 364-8774, no, no
1828,VA, 408, 348-5038, no, no
1829,AR, 415, 365-4728, no, yes
1830,CT, 408, 351-9037, no, no
1831,OH, 415, 397-9184, no, yes
1832,WY, 510, 398-4538, no, no
1833,IL, 408, 382-6827, no, no
1834,MO, 415, 408-1340, no, yes
1835,DC, 415, 333-9511, no, yes
1836,MA, 415, 358-7379, no, yes
1837,NH, 510, 397-1766, yes, no
1838,IA, 408, 331-2144, no, yes
1839,AL, 415, 345-7014, no, no
1840,OR, 510, 395-1898, no, yes
1841,WV, 510, 373-8920, no, yes
1842,WA, 408, 373-8908, no, no
1843,NV, 408, 415-1203, no, no
1844,SC, 510, 369-7017, no, yes
1845,NC, 415, 420-8435, yes, no
1846,NH, 510, 395-2579, no, yes
1847,WY, 408, 405-7850, no, yes
1848,FL, 510, 394-7710, yes, no
1849,PA, 408, 342-4122, no, no
1850,NC, 408, 340-1876, no, yes
1851,MO, 510, 383-6095, no, no
1852,KS, 510, 413-1061, no, yes
1853,KY, 415, 343-5347, no, no
1854,DE, 415, 376-4861, no, no
1855,WI, 510, 417-2265, no, no
1856,CO, 408, 419-7415, no, no
1857,NM, 415, 407-2259, no, no
1858,DE, 510, 333-2906, no, no
1859,IL, 510, 360-7477, no, no
1860,WA, 408, 342-5243, no, no
1861,MA, 408, 417-3999, yes, yes
1862,OH, 408, 379-1720, yes, no
1863,TN, 408, 368-3117, yes, no
1864,MA, 510, 352-5000, no, no
1865,MI, 408, 405-7676, no, no
1866,TX, 510, 361-2349, no, no
1867,NH, 408, 383-2901, yes, yes
1868,MD, 408, 369-7049, no, no
1869,MS, 408, 387-5533, no, no
1870,AZ, 415, 362-3660, no, no
1871,IN, 408, 357-3577, no, no
1872,NY, 510, 394-3312, yes, no
1873,WI, 510, 395-8330, no, yes
1874,WV, 510, 373-8895, no, no
1875,NY, 415, 386-4581, no, no
1876,OK, 415, 354-8191, no, no
1877,NC, 408, 359-7562, yes, no
1878,KY, 415, 359-4336, no, no
1879,TX, 510, 336-9901, no, no
1880,CT, 415, 406-3069, no, no
1881,NE, 415, 334-6519, no, no
1882,HI, 408, 361-8113, yes, yes
1883,SC, 510, 347-9769, no, yes
1884,AK, 510, 352-9130, yes, yes
1885,SD, 408, 378-4557, no, no
1886,ID, 510, 360-8919, no, no
1887,OK, 510, 405-4109, yes, yes
1888,WA, 408, 381-2498, no, no
1889,SD, 415, 357-5696, no, no
1890,OH, 415, 412-2947, no, no
1891,VA, 415, 363-3571, no, no
1892,WI, 415, 405-5403, yes, no
1893,IN, 510, 330-9354, no, no
1894,NM, 408, 396-7091, no, no
1895,HI, 408, 398-3004, no, yes
1896,KY, 415, 400-4020, no, no
1897,OH, 415, 356-3448, no, yes
1898,VT, 415, 335-2019, no, no
1899,AZ, 415, 332-6633, no, yes
1900,VT, 510, 359-7648, no, no
1901,MO, 408, 412-9190, no, no
1902,AL, 415, 368-9007, no, no
1903,NJ, 510, 384-5632, yes, yes
1904,WA, 408, 352-6068, no, yes
1905,NY, 415, 343-9645, no, no
1906,DC, 415, 384-7873, no, yes
1907,NE, 408, 396-2187, no, yes
1908,MA, 408, 383-5109, no, yes
1909,VT, 415, 377-7843, no, yes
1910,NM, 415, 382-7999, no, no
1911,CO, 408, 328-1222, no, no
1912,NH, 408, 371-1727, no, no
1913,IL, 510, 369-8871, no, no
1914,UT, 408, 335-9726, no, yes
1915,WV, 415, 357-3709, no, no
1916,NJ, 415, 422-9964, no, no
1917,NM, 510, 366-9211, no, no
1918,ND, 408, 384-9033, no, no
1919,WA, 408, 382-4932, no, no
1920,NM, 415, 404-7518, no, no
1921,DE, 415, 353-1954, no, no
1922,GA, 415, 391-7166, no, no
1923,HI, 408, 370-9000, no, no
1924,CT, 415, 332-3642, no, no
1925,NJ, 415, 412-3898, no, no
1926,ME, 408, 366-5640, no, no
1927,OK, 510, 356-2302, no, no
1928,TN, 510, 345-9018, no, no
1929,WY, 415, 365-6205, no, no
1930,NY, 415, 337-1151, no, no
1931,DE, 510, 374-4664, yes, no
1932,RI, 415, 396-9656, no, no
1933,PA, 408, 377-5043, no, no
1934,HI, 415, 401-7359, no, no
1935,MD, 415, 375-2184, yes, yes
1936,VA, 415, 367-6005, no, no
1937,IN, 415, 364-2166, no, yes
1938,OR, 408, 414-4741, no, yes
1939,AZ, 510, 403-9719, no, no
1940,WI, 415, 371-8452, no, no
1941,VA, 408, 392-6239, no, no
1942,MO, 415, 410-5250, no, no
1943,NV, 510, 336-1574, no, no
1944,HI, 415, 406-8324, no, yes
1945,WA, 415, 411-7110, no, no
1946,IL, 408, 341-9907, no, no
1947,IL, 510, 400-8952, no, no
1948,LA, 415, 333-9266, no, no
1949,WI, 415, 419-4894, no, no
1950,TX, 415, 364-9904, no, no
1951,MI, 415, 394-3048, yes, yes
1952,NC, 415, 352-6265, no, no
1953,WA, 408, 357-3187, no, no
1954,ND, 510, 373-8483, no, no
1955,NE, 415, 375-9930, no, no
1956,MS, 510, 352-6282, no, yes
1957,KY, 408, 396-2945, no, no
1958,RI, 510, 412-3527, no, no
1959,NY, 510, 328-4231, no, yes
1960,TX, 510, 413-9055, no, no
1961,DE, 408, 363-8755, no, no
1962,NM, 415, 388-8891, no, no
1963,RI, 415, 360-1776, no, no
1964,MS, 510, 411-3578, no, no
1965,NY, 510, 399-7268, no, no
1966,NE, 415, 350-1532, no, no
1967,WI, 415, 359-2197, no, no
1968,KY, 408, 407-9290, no, no
1969,SD, 510, 358-6672, no, yes
1970,VA, 510, 393-4621, no, no
1971,KS, 415, 336-7357, no, yes
1972,ND, 415, 351-1466, no, no
1973,CO, 510, 394-6668, no, yes
1974,KY, 408, 403-2673, no, yes
1975,WA, 408, 355-1735, no, no
1976,NV, 415, 416-7679, no, yes
1977,SC, 415, 340-4972, yes, no
1978,RI, 510, 417-4826, yes, no
1979,ID, 510, 408-6676, no, no
1980,KY, 408, 417-6683, no, no
1981,ME, 510, 331-6270, no, no
1982,SD, 415, 404-9754, no, no
1983,SC, 510, 364-9425, no, yes
1984,TN, 415, 339-6477, no, no
1985,MT, 408, 362-2787, no, yes
1986,WI, 415, 405-9233, no, no
1987,AK, 408, 416-1845, no, no
1988,AZ, 408, 385-9657, no, no
1989,MT, 415, 420-5652, no, yes
1990,DE, 415, 415-1141, no, no
1991,VA, 510, 334-5634, no, no
1992,MA, 510, 403-4200, no, no
1993,IN, 510, 357-7893, no, no
1994,MD, 510, 369-2899, no, no
1995,NV, 510, 381-1026, no, yes
1996,CO, 415, 388-8722, no, no
1997,KS, 415, 418-3135, no, no
1998,AR, 415, 380-3974, no, no
1999,WY, 408, 338-7232, no, no
2000,PA, 415, 334-5223, no, no
2001,TX, 408, 340-8323, no, no
2002,NY, 408, 337-6851, no, no
2003,OR, 415, 344-5973, yes, no
2004,CA, 510, 335-2261, no, no
2005,NY, 415, 343-1458, no, no
2006,AR, 510, 415-4875, no, yes
2007,MI, 510, 381-2726, no, no
2008,OK, 415, 395-3852, no, yes
2009,TX, 415, 358-7914, no, no
2010,NC, 408, 332-6958, no, no
2011,ID, 415, 355-1019, no, no
2012,IL, 408, 382-9447, no, no
2013,OR, 415, 386-8536, no, no
2014,SD, 510, 363-3818, no, no
2015,NE, 408, 360-6416, no, no
2016,RI, 510, 332-8764, no, no
2017,MD, 415, 398-4814, no, yes
2018,ID, 415, 410-5963, no, yes
2019,ME, 415, 399-6642, no, yes
2020,SD, 415, 390-9986, no, no
2021,NY, 415, 391-1793, no, yes
2022,DE, 408, 352-5542, no, no
2023,OK, 415, 386-8118, no, no
2024,SC, 415, 394-9825, no, yes
2025,IN, 510, 382-4952, no, no
2026,NV, 415, 387-2698, no, no
2027,IL, 408, 417-1360, yes, yes
2028,SD, 510, 408-4836, no, no
2029,OK, 415, 374-8329, yes, no
2030,KS, 415, 363-8424, no, yes
2031,IA, 510, 408-8910, no, no
2032,NJ, 415, 399-3840, no, no
2033,NJ, 408, 367-8692, no, no
2034,MT, 415, 387-4504, no, no
2035,IA, 510, 328-2647, no, no
2036,WA, 415, 369-7903, no, no
2037,NE, 408, 399-6852, no, no
2038,TX, 408, 335-4888, no, no
2039,MS, 415, 344-2260, no, yes
2040,IA, 510, 349-4070, no, yes
2041,WI, 415, 394-6505, no, yes
2042,MT, 415, 419-3612, no, yes
2043,GA, 408, 356-1952, no, no
2044,MT, 510, 416-7866, yes, yes
2045,ND, 415, 398-1759, no, no
2046,VT, 415, 338-9950, no, no
2047,SD, 510, 412-7278, no, no
2048,OH, 510, 347-1263, no, yes
2049,OH, 415, 386-5684, no, yes
2050,MT, 408, 334-4354, no, no
2051,IL, 415, 398-5970, yes, no
2052,NV, 415, 330-3429, no, no
2053,UT, 408, 418-4637, no, no
2054,NH, 408, 393-7322, no, no
2055,LA, 415, 353-5557, no, no
2056,VT, 415, 411-5334, no, no
2057,NY, 415, 398-8588, no, yes
2058,CT, 415, 374-7285, no, no
2059,KS, 408, 379-7215, no, no
2060,MI, 510, 357-7875, no, yes
2061,SD, 510, 393-9677, no, yes
2062,ME, 415, 345-9598, no, no
2063,MD, 415, 353-3203, no, no
2064,VA, 415, 330-7486, no, no
2065,NJ, 415, 397-6425, no, no
2066,TN, 510, 338-1815, no, yes
2067,DC, 408, 406-5023, no, no
2068,DC, 408, 368-2458, no, no
2069,OR, 408, 400-8375, no, no
2070,RI, 415, 387-8201, no, no
2071,AK, 510, 346-4360, no, no
2072,WI, 408, 412-8811, no, no
2073,IN, 415, 413-3990, no, no
2074,MI, 408, 345-2448, no, no
2075,ID, 510, 394-4512, no, yes
2076,NH, 408, 400-8538, yes, no
2077,MN, 408, 412-8769, no, no
2078,AZ, 415, 390-1552, no, no
2079,MN, 415, 389-2477, no, no
2080,MO, 415, 389-4695, no, no
2081,AL, 408, 406-8037, no, no
2082,PA, 415, 382-9138, no, yes
2083,AK, 510, 414-7942, no, no
2084,MS, 415, 348-7071, no, yes
2085,IA, 415, 404-2942, no, no
2086,WY, 408, 348-3581, no, no
2087,NE, 408, 327-6764, no, no
2088,ND, 415, 405-2831, no, no
2089,CT, 415, 416-4351, no, no
2090,NC, 415, 419-3196, no, yes
2091,CT, 510, 411-6211, no, no
2092,ND, 408, 391-8369, no, no
2093,WA, 408, 416-4464, no, no
2094,NV, 415, 347-1814, no, no
2095,CO, 408, 386-7337, no, no
2096,KS, 510, 375-8505, no, yes
2097,CO, 510, 407-5056, no, no
2098,MO, 415, 367-8924, no, no
2099,MA, 510, 419-5171, no, no
2100,NY, 408, 396-7687, no, yes
2101,AK, 415, 394-4548, no, no
2102,WI, 415, 382-6438, no, no
2103,NH, 408, 413-2194, no, no
2104,TN, 510, 366-2622, no, no
2105,NY, 408, 416-7591, no, no
2106,GA, 408, 355-2634, yes, yes
2107,MN, 408, 422-5350, no, no
2108,MI, 510, 329-2388, no, no
2109,ID, 408, 381-5273, no, yes
2110,CT, 415, 421-6694, no, yes
2111,NC, 415, 342-1702, no, no
2112,LA, 415, 381-4029, no, no
2113,NJ, 408, 335-2967, no, no
2114,TX, 408, 416-6594, no, no
2115,CA, 510, 388-6026, yes, no
2116,MD, 510, 367-1024, no, no
2117,WY, 415, 386-7118, no, no
2118,TX, 510, 346-2020, yes, no
2119,CA, 408, 329-9067, no, no
2120,UT, 510, 329-6144, no, no
2121,WA, 510, 332-1502, no, no
2122,MS, 510, 342-8320, no, yes
2123,OH, 408, 411-5748, no, no
2124,KS, 415, 381-9367, no, no
2125,RI, 415, 400-1280, no, yes
2126,IN, 510, 360-5794, no, no
2127,VT, 408, 373-3538, no, no
2128,MT, 408, 394-9942, no, yes
2129,CT, 408, 380-3329, no, yes
2130,NM, 415, 334-7618, no, no
2131,OH, 408, 327-9289, no, yes
2132,GA, 510, 351-2589, no, no
2133,MN, 510, 368-6892, no, yes
2134,CT, 415, 337-9303, no, no
2135,AL, 415, 377-5258, no, no
2136,WV, 415, 348-5767, no, no
2137,NH, 415, 373-3549, no, no
2138,WY, 415, 422-8344, no, no
2139,VA, 510, 411-2958, yes, no
2140,VT, 415, 384-2908, no, no
2141,OH, 510, 347-6393, no, yes
2142,MT, 415, 385-7148, no, no
2143,MA, 415, 419-2767, no, no
2144,VA, 415, 375-1746, no, no
2145,NM, 415, 362-7870, no, no
2146,AR, 408, 410-3725, yes, no
2147,NE, 415, 387-1535, no, no
2148,WY, 408, 329-2045, no, no
2149,IA, 415, 341-6743, no, yes
2150,SC, 415, 336-8343, no, no
2151,NC, 415, 368-5758, no, no
2152,HI, 415, 346-8362, yes, yes
2153,UT, 415, 345-9690, no, no
2154,WY, 408, 339-9798, yes, no
2155,AL, 408, 359-5731, no, no
2156,VA, 415, 373-2091, no, no
2157,WI, 510, 367-3439, no, no
2158,FL, 510, 367-1681, yes, no
2159,KS, 415, 420-9973, no, no
2160,NV, 408, 351-4025, yes, no
2161,NY, 415, 393-5897, no, no
2162,VA, 415, 384-7216, no, yes
2163,KS, 415, 384-4595, no, no
2164,NC, 510, 329-9667, yes, no
2165,MO, 415, 347-5063, no, no
2166,ND, 510, 345-8433, no, no
2167,CA, 510, 339-7602, no, no
2168,WV, 415, 332-1109, no, no
2169,IL, 415, 343-3296, no, no
2170,NY, 415, 366-2536, no, no
2171,NV, 510, 355-2293, no, no
2172,AL, 408, 350-9318, no, no
2173,KS, 510, 418-5300, yes, no
2174,ND, 510, 395-2626, no, no
2175,OK, 415, 402-7372, no, no
2176,UT, 415, 337-9710, no, no
2177,OH, 415, 363-4967, no, no
2178,WY, 510, 400-5389, no, no
2179,NM, 415, 416-9162, no, yes
2180,AL, 415, 414-6541, no, no
2181,DC, 510, 392-6647, no, yes
2182,ID, 510, 343-2465, no, yes
2183,AR, 510, 338-9171, no, no
2184,ID, 415, 405-4606, no, yes
2185,TX, 415, 386-9711, no, no
2186,NM, 415, 327-8495, no, no
2187,WA, 415, 416-5660, no, no
2188,UT, 510, 370-3032, no, no
2189,RI, 510, 331-8462, no, no
2190,NC, 408, 414-4037, no, yes
2191,RI, 415, 415-2865, no, no
2192,NY, 510, 362-2353, no, no
2193,TX, 408, 329-5114, no, no
2194,DE, 408, 351-1389, yes, yes
2195,MS, 415, 375-3668, no, yes
2196,OH, 415, 375-5414, no, yes
2197,LA, 415, 360-7079, no, no
2198,FL, 415, 344-9302, no, no
2199,WA, 415, 418-1775, no, no
2200,WV, 510, 401-2468, no, no
2201,NY, 510, 346-4984, no, no
2202,NE, 415, 351-2928, yes, yes
2203,PA, 510, 365-7774, yes, no
2204,MS, 510, 358-3691, no, no
2205,IN, 415, 364-9059, no, no
